Booking_ID,prediction
INN05611,0.40605667
INN03726,0.68398345
INN28970,0.06817125
INN05706,0.6968548
INN07546,0.8374185
INN29366,0.6447076
INN35250,0.25589958
INN22606,0.65394133
INN02880,0.15975769
INN03452,0.20440501
INN08815,0.96890277
INN04220,0.28616625
INN13149,0.39125925
INN25804,0.06917743
INN07213,0.19939317
INN31443,0.2207655
INN00280,0.2480198
INN25871,0.72161275
INN22812,0.23979351
INN07306,0.7858419
INN30960,0.46086884
INN21965,0.78275335
INN03357,0.35338482
INN29731,0.4059747
INN04449,0.26092115
INN08022,0.5629116
INN30254,0.5827453
INN06207,0.66923684
INN01733,0.22097522
INN35954,0.78258693
INN34967,0.018401654
INN02981,0.5919639
INN27793,0.014552871
INN21486,0.77454716
INN24888,0.57310706
INN15482,0.3496825
INN02305,0.8055847
INN20805,0.26885146
INN22183,0.042007893
INN25101,0.47592056
INN32028,0.12489972
INN35222,0.7393925
INN12670,0.15666312
INN16939,0.08759809
INN16187,0.5065602
INN03220,0.7065511
INN16918,0.067602634
INN00619,0.17339525
INN26665,0.07717144
INN32778,0.4218671
INN21441,0.17900972
INN03654,0.6167943
INN09862,0.61327946
INN20968,0.7261731
INN07758,0.67154974
INN08275,0.06529426
INN34899,0.6430841
INN00252,0.052514773
INN03194,0.08019369
INN25634,0.08955424
INN12378,0.6737798
INN03777,0.10516817
INN35293,0.7309346
INN11509,0.0056068213
INN15686,0.09114026
INN18460,0.012750277
INN04083,0.2316914
INN12189,0.57871795
INN04470,0.13246784
INN02953,0.631755
INN26233,0.38023517
INN28565,0.2549821
INN34192,0.3134908
INN03781,0.6886329
INN09193,0.24412973
INN29001,0.24506126
INN21983,0.038712084
INN22129,0.10361088
INN23319,0.730224
INN23497,0.37936896
INN01228,0.041238606
INN32590,0.4117957
INN06627,0.83219415
INN18465,0.6083591
INN35129,0.21484374
INN31825,0.6486837
INN00735,0.25939396
INN06420,0.32168058
INN16090,0.58964825
INN09332,0.0020861242
INN04572,0.044760294
INN16275,0.2735293
INN21229,0.017971806
INN08591,0.077217616
INN10595,0.5486857
INN35670,0.55504715
INN23451,0.7274585
INN03620,0.46858904
INN36055,0.36491892
INN19280,0.7765257
INN03054,0.27995428
INN23209,0.460833
INN23766,0.32722038
INN32992,0.6429136
INN35468,0.2764995
INN00832,0.8269458
INN15193,0.93893176
INN35401,0.461464
INN29297,0.16775541
INN16368,0.2701915
INN26324,0.036627665
INN28323,0.5137736
INN10360,0.089650795
INN14077,0.30941623
INN11496,0.2496562
INN36177,0.4891666
INN23694,0.66353595
INN09153,0.22772798
INN21356,0.5402865
INN06395,0.4021107
INN05012,0.7875289
INN28990,0.41485348
INN12904,0.10097286
INN31486,0.66282016
INN26345,0.45632467
INN20550,0.77781534
INN02868,0.38174748
INN33741,0.7900519
INN06947,0.01332617
INN23620,0.6238043
INN22460,0.7334253
INN12601,0.8940613
INN08238,0.48979217
INN35839,0.6750209
INN28392,0.014278699
INN19730,0.29221648
INN01183,0.1849719
INN27699,0.82643175
INN20538,0.7003457
INN00218,0.5688353
INN30316,0.47953334
INN18017,0.7315591
INN02035,0.9847697
INN06736,0.673149
INN11294,0.042249393
INN28660,0.7781494
INN25900,0.30609688
INN02238,0.8382472
INN15287,0.022910325
INN25654,0.1299229
INN30602,0.692503
INN11646,0.114137605
INN00944,0.028749555
INN22063,0.68284243
INN03426,0.6829285
INN30800,0.2321136
INN28202,0.63523877
INN33606,0.52363807
INN17637,0.7451498
INN29879,0.31757823
INN25263,0.24455968
INN19843,0.5832307
INN28963,0.61650807
INN32869,0.75154173
INN08148,0.5455019
INN05663,0.0039140317
INN24538,0.07146928
INN07561,0.63338923
INN08147,0.81522405
INN27518,0.23740955
INN34572,0.30511025
INN30629,0.48007232
INN27860,0.00468196
INN19380,0.05054651
INN35840,0.730224
INN14161,0.23593567
INN01797,0.30570245
INN11547,0.38077518
INN01617,0.7246078
INN08518,0.7449543
INN08221,0.3204322
INN25723,0.56965685
INN13333,0.6292227
INN04811,0.71588415
INN22770,0.5955414
INN25656,0.21134484
INN15169,0.052152816
INN08556,0.8575099
INN08505,0.29309234
INN08294,0.47654358
INN22013,0.40155306
INN34888,0.29302874
INN20297,0.4628184
INN12053,0.23900644
INN17984,0.05140248
INN23405,0.120288774
INN14302,0.0066474825
INN31286,0.74188095
INN31745,0.24725583
INN33014,0.643407
INN29558,0.10017744
INN02134,0.19682318
INN19768,0.17062983
INN21503,0.029993983
INN22662,0.49458683
INN13374,0.7446936
INN22056,0.5488298
INN20443,0.577767
INN11276,0.73936653
INN13951,0.01823357
INN04852,0.098604225
INN29466,0.2742512
INN09352,0.14014149
INN22088,0.7737078
INN01403,0.7904405
INN06294,0.0008283921
INN32512,0.2991989
INN18553,0.6217783
INN28265,0.5812464
INN20169,0.87292314
INN29680,0.50939316
INN21297,0.19881703
INN35889,0.4158268
INN33011,0.15293206
INN15538,0.4188438
INN18137,0.049719624
INN34302,0.29272756
INN25575,0.6006266
INN13828,0.10483068
INN17842,0.7445069
INN10994,0.34844777
INN04456,0.6087034
INN33170,0.27830872
INN10727,0.7208161
INN21876,0.2750376
INN31035,0.6277689
INN27280,0.3248461
INN36112,0.2643541
INN10985,0.055080168
INN15135,0.8168483
INN19975,0.2975385
INN01838,0.122742794
INN27338,0.47929952
INN10071,0.7498722
INN20524,0.7976957
INN29843,0.2263596
INN10370,0.39384925
INN06757,0.12642103
INN10425,0.1149174
INN13790,0.014129864
INN22002,0.39291632
INN07887,0.745516
INN33054,0.7967421
INN23503,0.177424
INN23102,0.18637112
INN35800,0.29648992
INN18407,0.77486885
INN04914,0.5888821
INN04035,0.7478301
INN09903,0.37047333
INN35145,0.27842674
INN13115,0.9072979
INN34044,0.51920485
INN32678,0.44827852
INN03243,0.5733772
INN29283,0.19190139
INN30124,0.7356641
INN21350,0.41860014
INN35395,0.08385065
INN24495,0.74915636
INN31683,0.65262145
INN03590,0.66075164
INN04986,0.9791753
INN21194,0.23023081
INN03379,0.17513478
INN21636,0.7518808
INN16805,0.48842856
INN30078,0.41298243
INN14898,0.566639
INN26369,0.42389727
INN04593,0.33582622
INN16852,0.3680689
INN00442,0.4365903
INN03834,0.5178282
INN20398,0.45353732
INN12628,0.048201464
INN04281,0.2709729
INN23548,0.84054154
INN25232,0.4268851
INN05344,0.7415272
INN10300,0.86608356
INN21157,0.74991554
INN23840,0.7554794
INN33102,0.4995686
INN28335,0.024856808
INN02301,0.76859605
INN31863,0.68729603
INN12571,0.7470438
INN06731,0.12681952
INN34378,0.7205909
INN32274,0.7047674
INN09524,0.13851902
INN27728,0.17863229
INN01340,0.109281465
INN07295,0.6912701
INN12485,0.15283947
INN15760,0.4553703
INN35841,0.014285465
INN19904,0.046838902
INN27108,0.71709985
INN26519,0.5571967
INN07071,0.69548327
INN12987,0.17671925
INN13296,0.75536
INN28714,0.33313903
INN14914,0.4797336
INN09073,0.95657563
INN28036,0.21520203
INN28669,0.71205497
INN12494,0.09156806
INN14561,0.9606389
INN01641,0.11426101
INN21308,0.093292974
INN21295,0.9336986
INN25266,0.17523356
INN29481,0.85655475
INN06187,0.6179924
INN17897,0.75708514
INN31426,0.73947805
INN17252,0.0628168
INN28053,0.24645501
INN03943,0.1493498
INN23982,0.37321615
INN28710,0.88141936
INN25372,0.7527247
INN27257,0.19682318
INN06552,0.70573425
INN12139,0.5805252
INN10792,0.89072984
INN24388,0.7437336
INN32241,0.3537475
INN11029,0.7285714
INN29791,0.009404857
INN14582,0.019708997
INN18340,0.40353352
INN00197,0.2825442
INN07881,0.208805
INN11544,0.33589286
INN27635,0.359963
INN07948,0.4546259
INN24136,0.85991794
INN19906,0.80285394
INN17955,0.95057786
INN00734,0.7315591
INN21500,0.46948314
INN29263,0.057632256
INN08291,0.8506966
INN24626,0.80443317
INN16695,0.053161547
INN27740,0.31093144
INN32461,0.040564846
INN23606,0.73777264
INN07290,0.24407353
INN04286,0.06812828
INN27542,0.047034856
INN07337,0.11660853
INN09996,0.18467684
INN16342,0.72532266
INN00625,0.04046715
INN12537,0.81636614
INN35355,0.57312185
INN25977,0.7334933
INN30578,0.11248349
INN17368,0.4520625
INN11431,0.4303321
INN33249,0.7323221
INN19100,0.34955317
INN01595,0.32278195
INN10277,0.0061578667
INN24900,0.13957514
INN29299,0.19650474
INN21748,0.64581823
INN19761,0.01423417
INN21139,0.6961696
INN06593,0.01688291
INN22086,0.033162978
INN23023,0.7264347
INN25660,0.51820385
INN28824,0.3345006
INN25022,0.6755181
INN21787,0.6985669
INN34357,0.6183995
INN02072,0.55191284
INN06761,0.670995
INN00458,0.30143186
INN27552,0.6387608
INN06586,0.004352659
INN32235,0.07569025
INN10422,0.6302812
INN17978,0.28512645
INN18635,0.57032424
INN34148,0.25658464
INN24962,0.60499084
INN21429,0.6614605
INN07304,0.6742851
INN09739,0.78014356
INN05347,0.6064382
INN32015,0.12319908
INN34147,0.04524137
INN15045,0.09970767
INN10658,0.68729603
INN13053,0.6710828
INN24062,0.14170222
INN35881,0.09561338
INN25132,0.48511577
INN35132,0.98667336
INN26847,0.14554691
INN05479,0.08584938
INN24964,0.66623443
INN17412,0.14244518
INN20966,0.25681502
INN32721,0.37783265
INN30437,0.21830453
INN08500,0.65177727
INN16398,0.5466332
INN32901,0.5235914
INN32622,0.6314866
INN14454,0.003009475
INN01682,0.50602543
INN12981,0.20980135
INN10344,0.007968852
INN25320,0.7388369
INN04238,0.7246078
INN23944,0.6324781
INN16766,0.364103
INN26301,0.15960635
INN12779,0.27807817
INN23193,0.253327
INN30795,0.84496975
INN32268,0.7246764
INN04420,0.17729045
INN04557,0.40327212
INN13489,0.42336422
INN00567,0.5821071
INN21915,0.5920428
INN25295,0.314343
INN19136,0.99297136
INN02753,0.7392298
INN02961,0.12387544
INN32950,0.10187393
INN10922,0.74515516
INN20202,0.63825566
INN33076,0.8992752
INN30820,0.14697097
INN22074,0.44311863
INN28659,0.24836081
INN01449,0.81023693
INN09762,0.38194567
INN18042,0.21971306
INN22221,0.33392566
INN18796,0.20888813
INN28169,0.21878721
INN32251,0.01638637
INN08280,0.35397398
INN26323,0.7833511
INN08484,0.5290333
INN02677,0.06681041
INN01378,0.48958403
INN19127,0.26739675
INN34194,0.37115544
INN31245,0.81175756
INN24117,0.63212144
INN11129,0.45097697
INN02300,0.7315591
INN08846,0.68273664
INN10429,0.5994731
INN23308,0.38629845
INN28992,0.7066395
INN14325,0.0863527
INN17380,0.35958254
INN34126,0.25563103
INN26977,0.28603074
INN23406,0.6980042
INN25152,0.7996996
INN29205,0.40697202
INN12089,0.25404966
INN23718,0.19297034
INN05173,0.28558016
INN18036,0.58888507
INN26667,0.50420856
INN06003,0.18914016
INN20796,0.67728114
INN05019,0.18879768
INN29941,0.7637914
INN15571,0.06959824
INN01180,0.048952896
INN32242,0.5096771
INN13034,0.76603514
INN24803,0.71205497
INN32019,0.639146
INN18329,0.008806596
INN14284,0.5620169
INN23883,0.65616816
INN25643,0.7351975
INN30099,0.20831238
INN28682,0.35925555
INN07946,0.68922496
INN12427,0.06794947
INN21061,0.813801
INN09677,0.22981943
INN04878,0.68729603
INN18915,0.06842601
INN34648,0.94637793
INN25201,0.34015644
INN17692,0.06046367
INN18594,0.682783
INN30991,0.09595827
INN12239,0.071993046
INN19059,0.30941623
INN25491,0.56791615
INN18847,0.22089887
INN08355,0.04561923
INN33390,0.51970434
INN33807,0.17268015
INN28570,0.3348644
INN14778,0.615728
INN08311,0.42898414
INN21158,0.58522296
INN19712,0.015624378
INN28463,0.6827186
INN33479,0.7685162
INN17929,0.6850569
INN24410,0.44059402
INN19111,0.08158606
INN10926,0.62414104
INN12288,0.0848323
INN06109,0.065461926
INN18271,0.019995952
INN25885,0.8078444
INN00759,0.15388519
INN18839,0.8090535
INN03567,0.24420409
INN34165,0.53659314
INN06984,0.79825014
INN05361,0.730224
INN07205,0.63808113
INN04411,0.4945257
INN16621,0.19533174
INN12784,0.5834373
INN35911,0.4768365
INN19388,0.024574025
INN31232,0.013248842
INN05860,0.41318992
INN34577,0.7246764
INN30864,0.5132048
INN19853,0.70166826
INN05922,0.77229387
INN09518,0.50022817
INN14387,0.018423567
INN18528,0.49647474
INN22863,0.7024547
INN31816,0.2536721
INN02276,0.107567154
INN15506,0.54736257
INN34694,0.63469696
INN07325,0.8997119
INN14448,0.08076035
INN21753,0.8028011
INN07025,0.40445623
INN26180,0.15075356
INN28084,0.36067283
INN10804,0.007032223
INN27432,0.5077121
INN04845,0.7637914
INN36022,0.42513472
INN33600,0.68496895
INN27336,0.042007893
INN03221,0.5584393
INN05328,0.07931993
INN30192,0.21043405
INN30228,0.19069928
INN34071,0.7316064
INN32859,0.74549156
INN04950,0.77672917
INN10036,0.9040926
INN16636,0.96694684
INN13757,0.66999614
INN22308,0.970235
INN28384,0.7252754
INN20121,0.22270732
INN20258,0.12962502
INN21654,0.08289377
INN18869,0.26981288
INN36234,0.5025129
INN16070,0.6636325
INN22730,0.5860962
INN10477,0.7102079
INN03987,0.8820017
INN30774,0.8771718
INN11301,0.25877133
INN14041,0.08471934
INN15392,0.056392796
INN28241,0.8486886
INN19081,0.8769959
INN09415,0.8268354
INN14814,0.46899188
INN13036,0.5825425
INN19443,0.21365245
INN08134,0.79115313
INN26547,0.34937662
INN24069,0.24673398
INN34086,0.69885606
INN28584,0.8071854
INN14093,0.05419653
INN29594,0.6418931
INN19107,0.089253135
INN11866,0.7542678
INN35232,0.09310599
INN21259,0.01641597
INN33072,0.5823662
INN15253,0.06333235
INN35055,0.034890886
INN08384,0.30397734
INN23294,0.7274585
INN33015,0.65455
INN07307,0.740867
INN20586,0.72849524
INN36223,0.46354485
INN32909,0.6482657
INN14422,0.59268653
INN11800,0.5863086
INN04520,0.048131734
INN03039,0.05408557
INN24994,0.6870909
INN31397,0.03607163
INN34324,0.5387449
INN30098,0.47953334
INN21525,0.40131512
INN20557,0.70813066
INN34433,0.79480326
INN34445,0.79644865
INN08618,0.08965702
INN13439,0.77904105
INN11744,0.8162644
INN30108,0.25877133
INN22164,0.296095
INN22904,0.96720773
INN19985,0.06846377
INN13518,0.0442387
INN22950,0.03184799
INN05882,0.10111744
INN06150,0.0034912871
INN24762,0.025481058
INN14453,0.29265487
INN27466,0.5705088
INN09622,0.41896936
INN17114,0.40733135
INN08825,0.0036658607
INN23540,0.697474
INN08055,0.10828078
INN31756,0.10853926
INN32343,0.06691458
INN03932,0.6073992
INN04606,0.3409215
INN15579,0.14503208
INN07644,0.6422484
INN23602,0.7207672
INN26022,0.108345784
INN14635,0.70180196
INN16304,0.606295
INN20916,0.18257989
INN19747,0.09462603
INN29647,0.12955663
INN11216,0.5218289
INN12656,0.7490272
INN20116,0.41723812
INN09993,0.83033687
INN13856,0.2577958
INN27661,0.23123382
INN31120,0.639564
INN33345,0.8004598
INN22473,0.9241913
INN29183,0.25345165
INN04203,0.46840882
INN16622,0.092827484
INN07970,0.01755571
INN07918,0.5805252
INN23232,0.3534915
INN12435,0.7192518
INN25108,0.5449915
INN17432,0.8061292
INN28919,0.033689983
INN12262,0.33491367
INN31069,0.60499084
INN22797,0.5816535
INN35050,0.7309346
INN30690,0.7679538
INN14603,0.33873254
INN30204,0.16296327
INN23843,0.0476426
INN03489,0.3418761
INN25854,0.98874027
INN12316,0.554153
INN02438,0.54857886
INN12300,0.8254558
INN02136,0.23529576
INN25513,0.7388369
INN09713,0.72516936
INN14144,0.59329015
INN26700,0.005488088
INN33907,0.03604057
INN13603,0.72593355
INN08529,0.97838116
INN03253,0.7388854
INN05810,0.7325393
INN02639,0.5024331
INN18443,0.63661945
INN09791,0.052019976
INN13376,0.034486573
INN32827,0.6271274
INN08780,0.31421888
INN00978,0.13246784
INN30689,0.5987841
INN34315,0.5025446
INN31388,0.54743475
INN20710,0.017126478
INN26955,0.7738604
INN34023,0.65783954
INN31097,0.34700322
INN35515,0.33965737
INN18308,0.14351639
INN11428,0.17989579
INN01241,0.11563647
INN17203,0.11226642
INN26041,0.031941246
INN09296,0.45170403
INN05698,0.039984256
INN31734,0.7285714
INN24264,0.04853109
INN21739,0.4490991
INN26434,0.76883227
INN32225,0.021925827
INN00703,0.29178885
INN04521,0.95403886
INN27938,0.73789716
INN35418,0.76170623
INN28071,0.07548382
INN24037,0.84548414
INN15742,0.52258086
INN17962,0.27652597
INN15365,0.51404226
INN34674,0.0074301166
INN09354,0.28883561
INN12620,0.6763266
INN11750,0.44981593
INN35346,0.47264174
INN24906,0.10655029
INN22790,0.7252754
INN15989,0.98592895
INN27138,0.18329562
INN32238,0.5598704
INN25872,0.054245975
INN31786,0.44861582
INN24795,0.63499194
INN08903,0.24754713
INN23374,0.643615
INN19810,0.003909058
INN00378,0.00937134
INN10332,0.73509717
INN01299,0.75352097
INN26384,0.6421063
INN22975,0.9000379
INN19211,0.5733126
INN27582,0.08902558
INN12310,0.7916797
INN28365,0.000531887
INN08501,0.048841838
INN04519,0.30592227
INN30224,0.017743055
INN34810,0.80772275
INN14698,0.50420856
INN17497,0.09867549
INN11516,0.619284
INN19754,0.376434
INN01035,0.0021559033
INN10881,0.7753019
INN31963,0.41093236
INN05346,0.03990316
INN12291,0.6387505
INN17965,0.41326934
INN18307,0.48651984
INN02002,0.94613254
INN15326,0.52523077
INN36054,0.077445045
INN33578,0.7320327
INN31933,0.40404028
INN27984,0.3697848
INN12832,0.921299
INN10854,0.27369377
INN29616,0.54092634
INN30086,0.7218248
INN18452,0.020045424
INN30924,0.14594987
INN03900,0.5403337
INN09452,0.22989304
INN01166,0.39384925
INN00345,0.75682217
INN09505,0.5439502
INN05677,0.058908895
INN03209,0.30121562
INN18408,0.21288848
INN25555,0.3954411
INN30851,0.51203614
INN00140,0.7329519
INN15985,0.25978932
INN24928,0.80340815
INN33083,0.11179344
INN30592,0.99025375
INN30928,0.51484305
INN04215,0.64250153
INN14403,0.18369584
INN12519,0.0076851635
INN11558,0.2580121
INN08603,0.43558204
INN26960,0.18965043
INN31506,0.67697906
INN31849,0.7209563
INN10008,0.25935534
INN20647,0.66839314
INN06112,0.02641897
INN33684,0.5035825
INN34466,0.033238765
INN03646,0.671656
INN05467,0.118915625
INN05253,0.7359998
INN03674,0.12653913
INN02230,0.56588507
INN28912,0.41716138
INN25051,0.32828256
INN19592,0.02954719
INN01283,0.35020477
INN32258,0.6395571
INN18499,0.054543346
INN01591,0.0037526053
INN18054,0.51066196
INN01795,0.23191267
INN10329,0.13178787
INN02875,0.2027901
INN05654,0.05809048
INN21522,0.14928328
INN21473,0.25978932
INN29998,0.030296726
INN22120,0.20617986
INN07639,0.35685816
INN10128,0.32141614
INN07192,0.3923829
INN25446,0.4915717
INN21904,0.23706421
INN12565,0.5598954
INN33042,0.6636325
INN28692,0.8778568
INN01847,0.33168083
INN04021,0.51093066
INN18655,0.3794694
INN18894,0.59760296
INN31293,0.25077868
INN02443,0.0047085
INN11512,0.51377726
INN29728,0.053954016
INN25791,0.80126774
INN18357,0.56272393
INN15539,0.33804855
INN04385,0.5353012
INN01737,0.70547676
INN28238,0.08841125
INN00120,0.012685759
INN25913,0.24416992
INN23073,0.0761872
INN33392,0.007642022
INN05200,0.09741953
INN16065,0.124860026
INN11905,0.3654812
INN19079,0.6603771
INN29641,0.9281931
INN06482,0.27995428
INN24087,0.8059019
INN22052,0.0075260303
INN02118,0.75668305
INN20593,0.398246
INN09566,0.4442104
INN33811,0.9121361
INN32025,0.78488326
INN01198,0.008309953
INN06282,0.7512422
INN01669,0.25358075
INN35477,0.29578277
INN16316,0.9123338
INN11998,0.031329554
INN00518,0.2291039
INN18955,0.038188115
INN29370,0.06302757
INN30510,0.22539374
INN28892,0.10697558
INN28422,0.46086884
INN06886,0.109905645
INN31478,0.32828256
INN04507,0.009672824
INN28884,0.007141129
INN01073,0.7714108
INN28628,0.11269265
INN05716,0.7315591
INN01276,0.04649782
INN09559,0.85169804
INN02296,0.009962647
INN03602,0.7478061
INN13063,0.002957048
INN08041,0.04016683
INN05551,0.6934265
INN04825,0.16674669
INN02745,0.10828078
INN30083,0.63908345
INN10789,0.5056655
INN25968,0.23923208
INN29437,0.2617114
INN09271,0.97142124
INN01931,0.7348132
INN13611,0.18803029
INN20221,0.38076633
INN30009,0.63276726
INN02526,0.87187266
INN29142,0.26288903
INN00641,0.3548563
INN27405,0.5750521
INN35990,0.4775988
INN05842,0.027098253
INN04347,0.34158963
INN05684,0.79462147
INN30541,0.8027971
INN26277,0.4660752
INN26982,0.6302812
INN25581,0.7725882
INN18247,0.6383023
INN02625,0.70469964
INN09986,0.12029041
INN27215,0.5825712
INN29584,0.28137958
INN12948,0.6498819
INN20022,0.1441029
INN02159,0.3180356
INN19291,0.28883561
INN33179,0.23624966
INN22026,0.1007914
INN10507,0.20259935
INN00242,0.48287696
INN28114,0.48942748
INN07498,0.7080624
INN03266,0.009700993
INN35066,0.25997812
INN15772,0.57584757
INN12408,0.49227083
INN25020,0.47787255
INN07302,0.89584965
INN10138,0.008285197
INN17202,0.6503988
INN04738,0.51330835
INN05712,0.54991376
INN26518,0.7577832
INN06927,0.7314305
INN32642,0.6579796
INN15177,0.7186397
INN23355,0.5504041
INN21580,0.23957546
INN10371,0.7209563
INN29276,0.6725023
INN21716,0.78494895
INN05357,0.07186515
INN35131,0.6208043
INN08762,0.502504
INN35806,0.03831209
INN30402,0.7320212
INN16056,0.67094696
INN08427,0.3992563
INN24824,0.0060078427
INN35245,0.81503594
INN01001,0.75073755
INN34187,0.52303296
INN14193,0.028735047
INN06216,0.8054545
INN16613,0.20723274
INN15519,0.303524
INN05355,0.34700322
INN07865,0.17666954
INN15138,0.04637471
INN07031,0.431429
INN10039,0.52958006
INN12734,0.38368052
INN23281,0.120125666
INN14223,0.6892489
INN04230,0.18159291
INN21010,0.72161275
INN28818,0.7347379
INN05713,0.33444285
INN17391,0.23408295
INN13593,0.33804855
INN20576,0.18692443
INN30053,0.086586766
INN33273,0.1111927
INN02532,0.68933386
INN02762,0.27204192
INN06716,0.06803318
INN13197,0.3614901
INN05755,0.65936875
INN17828,0.39509827
INN20741,0.3065288
INN19877,0.8019257
INN27164,0.7158439
INN02096,0.62920004
INN14984,0.7111658
INN03050,0.6380236
INN17118,0.75371844
INN00953,0.16780037
INN05825,0.80054235
INN29304,0.77205575
INN09932,0.4950821
INN29461,0.12817736
INN01663,0.2630573
INN07029,0.6829895
INN18552,0.88910145
INN18218,0.6868211
INN07719,0.4495761
INN20276,0.7651381
INN21284,0.75380534
INN31518,0.41894367
INN18930,0.6476704
INN09441,0.671656
INN32312,0.7180267
INN20041,0.6850569
INN09147,0.033430286
INN12864,0.9133851
INN05658,0.09623541
INN29544,0.69487023
INN34586,0.108518876
INN28755,0.06079099
INN34351,0.252141
INN10753,0.07579457
INN32320,0.24407353
INN16031,0.2704505
INN23533,0.090170205
INN18436,0.014602079
INN11748,0.79448706
INN20571,0.48241386
INN27896,0.28205138
INN34188,0.1757
INN07894,0.31640962
INN29385,0.6217783
INN01521,0.014782928
INN20732,0.55937946
INN01244,0.112164415
INN25379,0.01827079
INN01556,0.5040341
INN33891,0.045115005
INN07034,0.72130764
INN11659,0.6766296
INN29759,0.3259918
INN23813,0.091943204
INN26495,0.5007754
INN09933,0.6277689
INN01890,0.3849672
INN01115,0.29930097
INN18537,0.05913373
INN03930,0.117412366
INN34495,0.6726674
INN24891,0.6372696
INN19047,0.21618073
INN11793,0.5935171
INN08858,0.034486573
INN02449,0.23635304
INN22545,0.6742912
INN01872,0.0787075
INN18539,0.5409631
INN24026,0.13736397
INN18290,0.8964812
INN12610,0.76329356
INN04651,0.97468877
INN14153,0.42389727
INN21721,0.30082655
INN08212,0.021701954
INN13170,0.044961024
INN08477,0.39329976
INN17116,0.7744906
INN24240,0.77351516
INN21255,0.12019426
INN33433,0.64916575
INN34076,0.0482952
INN09364,0.12728427
INN15349,0.028819112
INN10728,0.8042781
INN16356,0.35363433
INN08102,0.0020940485
INN08226,0.04035323
INN34132,0.16828978
INN10981,0.5962988
INN28034,0.74228525
INN05988,0.109905645
INN28594,0.3923543
INN13538,0.08794874
INN17266,0.4123386
INN09539,0.4350454
INN22872,0.7750924
INN20123,0.2898099
INN28069,0.15811503
INN02579,0.4010619
INN33231,0.25296545
INN11859,0.17205867
INN34506,0.18307534
INN24319,0.5149325
INN16510,0.3695155
INN24186,0.29588974
INN08271,0.6302812
INN06804,0.00376989
INN21874,0.64198065
INN19982,0.2606607
INN05639,0.3449335
INN09329,0.010509194
INN08046,0.052849524
INN16000,0.04440237
INN35415,0.66409546
INN30150,0.51291895
INN19351,0.41207203
INN15342,0.2923162
INN24331,0.64431554
INN05976,0.06761222
INN17763,0.7045589
INN14665,0.26352093
INN09709,0.74124354
INN12039,0.6257268
INN23876,0.84364945
INN27822,0.9845836
INN00992,0.7775041
INN33222,0.6838112
INN26223,0.75502884
INN22412,0.6087855
INN02313,0.33386564
INN20799,0.1624668
INN18925,0.9718807
INN31347,0.5115228
INN25563,0.7008484
INN29217,0.37936896
INN34038,0.0494729
INN07101,0.018371455
INN33463,0.66923684
INN15921,0.18054493
INN00500,0.4773543
INN18838,0.7463676
INN28572,0.044618286
INN06621,0.684194
INN36015,0.09462603
INN01306,0.6006441
INN01348,0.15432146
INN27880,0.59312737
INN01982,0.85018665
INN10666,0.59909576
INN12370,0.0038670867
INN30885,0.029086784
INN30959,0.19485593
INN05947,0.09261883
INN12348,0.1005991
INN35171,0.013139276
INN10315,0.6615678
INN26395,0.6192733
INN05220,0.71154845
INN25299,0.5947592
INN02908,0.7586161
INN09961,0.8278053
INN26981,0.098486066
INN12102,0.19316621
INN32447,0.21137974
INN31352,0.1277595
INN21007,0.86522406
INN09780,0.2479008
INN05549,0.14181177
INN15084,0.017967235
INN08414,0.6217548
INN09382,0.021387482
INN32781,0.23603085
INN17545,0.020283174
INN24296,0.113946594
INN21785,0.9158299
INN13200,0.6501678
INN07432,0.062506065
INN11489,0.022071732
INN23194,0.61700535
INN36240,0.2143014
INN07781,0.79714334
INN31694,0.80036354
INN16214,0.51166326
INN34143,0.041717507
INN06351,0.55558485
INN30211,0.21712719
INN09929,0.10099722
INN26671,0.005796236
INN01992,0.76145506
INN28709,0.52258086
INN01030,0.855989
INN06272,0.56965464
INN20808,0.05669491
INN36085,0.73203367
INN19298,0.377548
INN12061,0.40315977
INN35004,0.66611147
INN08919,0.82628936
INN06970,0.3271576
INN11189,0.90742975
INN35335,0.813801
INN26305,0.0002826063
INN34206,0.035188798
INN16719,0.26170853
INN15335,0.6403869
INN05372,0.81622815
INN34766,0.23415676
INN16542,0.70659167
INN06605,0.7497689
INN13083,0.07099241
INN19535,0.67553955
INN06437,0.84359294
INN21957,0.62609816
INN06663,0.118168585
INN34039,0.73247564
INN20489,0.07897115
INN02009,0.3835061
INN22248,0.12904543
INN05876,0.5141093
INN29365,0.22163542
INN19025,0.6046838
INN27828,0.48248813
INN29350,0.38364857
INN29367,0.12603521
INN23884,0.3014195
INN08136,0.32856318
INN07752,0.0034933698
INN04706,0.23718676
INN01093,0.13544263
INN10355,0.6436498
INN02169,0.29420564
INN30126,0.003061006
INN01034,0.4064111
INN01857,0.79819167
INN03190,0.48909995
INN30591,0.6892489
INN10399,0.8576305
INN32727,0.5290333
INN33808,0.003125113
INN31211,0.81703377
INN15493,0.8200288
INN20651,0.27107736
INN01079,0.5077936
INN33152,0.16417268
INN35024,0.70069504
INN22547,0.5308437
INN01184,0.29420564
INN04751,0.26860476
INN33058,0.080685034
INN01789,0.24047942
INN33585,0.9367172
INN35327,0.48107666
INN22098,0.33604547
INN28996,0.7763486
INN23671,0.34091705
INN16753,0.03499152
INN07482,0.5786658
INN30114,0.6689172
INN23920,0.33857167
INN29829,0.7405747
INN02287,0.872727
